"","V1","V2","V3"
"1",0.0801318809390068,0.291067272424698,0.628800809383392
"2",0.0843910798430443,0.290463000535965,0.62514591217041
"3",0.0775504857301712,0.288822948932648,0.633626580238342
"4",0.0792660266160965,0.291335701942444,0.629398286342621
"5",0.0807052254676819,0.293686598539352,0.625608205795288
"6",0.0822397917509079,0.291888028383255,0.625872194766998
"7",0.0811306610703468,0.291229695081711,0.627639591693878
"8",0.0777105391025543,0.292675584554672,0.629613935947418
"9",0.0811504796147346,0.291311979293823,0.627537548542023
"10",0.0841343402862549,0.292700916528702,0.623164772987366
"11",0.0806525573134422,0.292292177677155,0.627055287361145
"12",0.0822440460324287,0.290728211402893,0.627027750015259
"13",0.0786121189594269,0.289920806884766,0.631467044353485
"14",0.0787291526794434,0.29219663143158,0.629074156284332
"15",0.0805330276489258,0.290746480226517,0.628720462322235
"16",0.0789269059896469,0.292579233646393,0.628493845462799
"17",0.0807637199759483,0.292234361171722,0.627001941204071
"18",0.0784134417772293,0.291455954313278,0.630130529403687
"19",0.0814783424139023,0.292412519454956,0.626109182834625
"20",0.081732451915741,0.292542099952698,0.625725448131561
"21",0.0775488093495369,0.291287928819656,0.63116329908371
"22",0.0758310854434967,0.291773825883865,0.632395088672638
"23",0.0824900045990944,0.292423933744431,0.6250861287117
"24",0.0762175843119621,0.294002801179886,0.629779636859894
"25",0.0828180760145187,0.2916319668293,0.625549912452698
"26",0.0777898952364922,0.291824728250504,0.630385339260101
"27",0.0803929418325424,0.291835576295853,0.627771496772766
"28",0.0824253708124161,0.290026903152466,0.627547681331635
"29",0.0788321867585182,0.289025723934174,0.632142126560211
"30",0.0836462825536728,0.292287826538086,0.624065935611725
"31",0.0781914740800858,0.292693138122559,0.629115343093872
"32",0.0792930945754051,0.292400479316711,0.62830638885498
"33",0.0775650292634964,0.293169230222702,0.62926572561264
"34",0.0805402100086212,0.293266087770462,0.626193761825562
"35",0.077426478266716,0.291187614202499,0.631385862827301
"36",0.08035708963871,0.292994409799576,0.626648545265198
"37",0.0788974910974503,0.291195303201675,0.629907250404358
"38",0.0822285786271095,0.292987287044525,0.624784111976624
"39",0.0779295265674591,0.293262630701065,0.628807842731476
"40",0.0808447897434235,0.292330205440521,0.626824975013733
"41",0.0809572339057922,0.291240304708481,0.627802491188049
"42",0.0798084288835526,0.291318863630295,0.628872692584991
"43",0.0790932774543762,0.292849898338318,0.628056824207306
"44",0.0804070979356766,0.292977929115295,0.626614987850189
"45",0.0783899649977684,0.289880871772766,0.631729125976562
"46",0.0773216784000397,0.292882919311523,0.629795432090759
"47",0.0817165151238441,0.290823340415955,0.627460122108459
"48",0.0796718820929527,0.292694300413132,0.627633810043335
"49",0.0812435299158096,0.290667653083801,0.62808883190155
"50",0.0754119455814362,0.291490316390991,0.63309770822525
"51",0.0769079849123955,0.291207611560822,0.631884396076202
"52",0.0816243961453438,0.291607171297073,0.626768469810486
"53",0.0792064070701599,0.293168514966965,0.627625048160553
"54",0.0789074078202248,0.291416734457016,0.62967586517334
"55",0.0826192274689674,0.292548298835754,0.624832451343536
"56",0.0806082934141159,0.292575597763062,0.626816093921661
"57",0.0763557553291321,0.292166590690613,0.6314777135849
"58",0.0826792493462563,0.292367041110992,0.62495368719101
"59",0.08297099173069,0.29083651304245,0.626192510128021
"60",0.0812527313828468,0.292633354663849,0.626113951206207
"61",0.0807525664567947,0.292512804269791,0.626734673976898
"62",0.0794058963656425,0.29258069396019,0.628013372421265
"63",0.0798855423927307,0.291273832321167,0.628840625286102
"64",0.0821323022246361,0.291058152914047,0.626809537410736
"65",0.0801112204790115,0.291008532047272,0.628880262374878
"66",0.0784755572676659,0.291894257068634,0.629630208015442
"67",0.0783950388431549,0.291735261678696,0.629869699478149
"68",0.0757555142045021,0.292266637086868,0.63197785615921
"69",0.0835577473044395,0.291439533233643,0.625002682209015
"70",0.0754368752241135,0.291684150695801,0.632878959178925
"71",0.077831394970417,0.291056573390961,0.631111979484558
"72",0.0790904238820076,0.291088849306107,0.629820704460144
"73",0.0816839188337326,0.292628854513168,0.62568724155426
"74",0.0788449868559837,0.292554020881653,0.62860095500946
"75",0.0789616778492928,0.292593330144882,0.628445029258728
